MGR_RUNID,HL_DATE,HL_MARKET,Cntr,Region,Market,SubNetwork_2,PERIOD_START_TIME,PERIOD_DURATION,MeContext,UtranCell,pmAttNonBlindInterFreqHoCsSpeech12,pmCellDowntimeAuto,pmCellDowntimeMan,pmChSwitchAttemptUraFach,pmChSwitchSuccUraFach,pmDlTrafficVolumePs128,pmDlTrafficVolumePs16,pmDlTrafficVolumePs384,pmDlTrafficVolumePs64,pmDlTrafficVolumePs8,pmDlTrafficVolumePsCommon,pmDlTrafficVolumePsIntHs,pmDlTrafficVolumePsStr128,pmDlTrafficVolumePsStr16,pmDlTrafficVolumePsStr64,pmFailNonBlindInterFreqHoFailRevertCsSpeech12,pmNoDirRetryAtt,pmNoLoadSharingRrcConnCs,pmNoLoadSharingRrcConnPs,pmNoNormalNasSignReleaseCs,pmNoNormalRabReleaseSpeech,pmNoRabEstablishAttemptSpeech,pmNoRabEstablishSuccessSpeech,pmNoRabEstablishAttemptPacketInteractive,pmNoRabEstablishSuccessPacketInteractive,pmNoSysRelSpeechNeighbr,pmNoSystemNasSignReleaseCs,pmNoSystemRabReleaseSpeech,pmNoTimesCellFailAddToActSet,pmSamplesDchDlRlcUserPacketThp,pmSamplesHsDlRlcUserPacketThp,pmSamplesUlRssi,pmSuccNonBlindInterFreqHoCsSpeech12,pmSumBestAmr12200RabEstablish,pmSumBestAmr4750RabEstablish,pmSumBestAmr5900RabEstablish,pmSumBestAmr7950RabEstablish,pmSumBestAmrNbMmRabEstablish,pmSumBestAmrWbRabEstablish,pmSumBestCs12Establish,pmSumDchDlRlcUserPacketThp,pmSumHsDlRlcUserPacketThp,pmSumUlRssi,pmTotNoRrcConnectReqCs,pmTotNoRrcConnectReqCsSucc,pmTotNoRrcConnectReqPs,pmTotNoRrcConnectReqPsSucc
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBK04053B32,0,0,0,44,44,0,0,0,526,0,376,247588,0,0,0,0,0,0,0,2,4,4,4,69,69,0,0,0,0,111,2397,90,0,0,0,0,0,17,80,54,471,2410305,4729,2,2,35,35
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04188B32,0,0,0,101,101,0,0,0,0,0,851,508190,0,0,0,0,0,0,0,0,1,1,1,37,37,0,0,0,0,288,7884,90,0,0,0,0,0,45,12,220,868,4955035,5485,0,0,16,16
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04802A21,0,0,0,72,72,0,0,0,0,0,751,10687,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,1,116,294,90,0,0,0,0,0,0,0,35,997,101007,4672,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04065B21,0,0,0,125,125,0,0,0,0,0,1199,438230,0,0,0,0,0,0,0,1,2,2,2,73,73,0,0,0,0,333,5178,90,0,0,0,0,0,32,12,43,1256,4279240,5648,1,1,60,60
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04186N31,0,0,0,18,18,0,0,0,0,0,239,24466,0,0,0,0,0,0,0,1,3,1,1,21,21,0,0,0,0,71,829,90,0,0,0,0,0,14,7,37,242,222841,5662,1,1,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04044B21,0,0,0,82,82,0,0,0,0,0,549,519224,0,0,0,0,0,0,0,0,3,0,0,33,33,0,0,0,0,124,3244,90,0,0,0,0,0,104,50,72,529,5067152,5702,0,0,27,27
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04798A31,0,0,0,46,46,0,0,0,0,0,218,3747,0,0,0,0,0,0,0,3,2,3,3,9,9,0,0,0,0,59,453,90,0,0,0,0,0,0,9,126,207,33228,5208,3,3,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04693A21,0,0,0,56,56,0,0,0,0,0,482,285567,0,0,0,0,0,0,0,0,1,1,1,4,4,0,0,0,0,146,4137,90,0,0,0,0,0,0,0,13,425,2791490,5046,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04693A32,0,0,0,244,244,0,0,0,0,0,2042,209179,0,0,0,0,0,0,0,1,3,1,1,14,14,0,0,0,0,591,2273,90,0,0,0,0,0,193,85,2,1981,2050038,7256,2,2,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04119C11,0,0,0,285,285,0,0,0,0,0,1333,263416,0,0,0,0,0,0,0,0,4,0,0,51,51,0,0,1,0,366,10058,90,0,0,0,0,0,132,56,299,1231,2488594,7349,1,1,25,25
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04085B31,0,0,0,83,83,0,0,0,0,0,519,46910,0,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,0,148,649,90,0,0,0,0,0,1,181,208,463,447108,5075,1,1,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04468D11,0,0,0,76,76,0,0,0,0,0,660,57514,0,0,0,0,0,0,0,2,2,3,3,25,25,0,0,0,0,179,3659,90,0,0,0,0,0,43,49,79,558,531741,8068,1,1,19,19
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04053B21,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,90,0,0,0,0,0,0,0,0,0,1133,5800,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04049B21,0,0,0,23,23,0,0,0,0,0,129,5063,0,0,0,0,0,0,0,1,1,1,1,4,4,0,0,0,0,27,477,90,0,0,0,0,0,102,27,7,119,41053,4574,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04869B31,0,0,0,138,138,0,0,0,0,0,662,757664,0,0,0,0,0,0,0,0,1,0,0,15,15,0,0,0,0,134,5009,90,0,0,0,0,0,170,0,15,303,7435397,5445,0,0,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04190C11,0,0,0,24,24,0,0,0,0,0,169,32431,0,0,0,0,0,0,0,2,2,2,2,16,16,0,0,0,0,52,353,90,0,0,0,0,0,43,4,12,163,316715,4378,2,2,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBKM4092A32,0,0,0,179,179,0,0,0,172,0,1719,489742,0,0,0,0,0,0,0,0,1,0,0,60,60,0,0,0,0,514,6735,90,0,0,0,0,0,17,154,67,1952,4772617,4790,1,1,24,24
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04473A31,0,0,0,34,34,0,0,0,0,0,149,5940,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,42,56,90,0,0,0,0,0,3,2,11,120,57484,5398,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04187B22,0,0,0,147,147,0,0,0,0,0,1124,31861,0,0,0,0,0,0,0,4,5,6,6,44,44,0,0,0,0,274,1212,90,0,0,0,0,0,12,49,171,951,310059,5948,2,2,31,31
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04065B11,0,0,0,144,144,0,0,0,0,0,797,25907,0,0,0,0,0,0,0,0,0,1,1,25,25,0,0,0,0,209,2356,90,0,0,0,0,0,2,9,24,678,244995,5806,0,0,35,35
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04387E22,0,0,0,83,83,0,0,0,0,0,641,29503,0,0,0,0,0,0,0,5,8,5,5,26,26,0,0,0,0,206,2441,90,0,0,0,0,0,14,66,134,600,260576,5751,6,6,10,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04068D11,0,0,0,226,226,0,0,0,0,0,1573,386151,0,0,0,0,0,0,0,2,2,2,2,17,17,0,0,0,0,316,7136,90,0,0,0,0,0,240,90,434,991,3732067,10104,3,3,14,14
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04389A11,0,0,0,468,467,0,0,0,0,0,4833,1033233,0,0,0,0,0,0,0,5,5,5,5,52,52,0,0,0,0,1241,10513,90,0,0,0,0,0,240,18,205,4425,10041323,5439,3,3,42,42
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04693A22,0,0,0,174,174,0,0,0,0,0,1011,281021,0,0,0,0,0,0,0,0,1,0,0,106,106,0,0,0,0,299,4048,90,0,0,0,0,0,187,0,44,974,2738243,4912,0,0,89,89
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04903A12,0,0,0,622,622,0,0,0,0,0,4517,2045925,0,0,0,0,0,0,0,3,6,5,5,147,147,0,0,0,0,1272,15983,90,0,0,0,0,0,70,19,383,4502,20057093,6108,2,2,77,77
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04465A12,0,0,0,108,108,0,0,0,0,0,689,14723,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,191,414,90,0,0,0,0,0,1,0,5,634,142214,5139,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBKM4037A12,0,0,0,76,76,0,0,0,1383,0,349,128943,0,0,0,0,0,0,0,0,1,0,0,18,18,0,0,0,0,101,1410,90,0,0,0,0,0,3,52,18,312,1264501,4739,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04304A21,0,0,0,52,52,0,0,0,0,0,1025,251616,0,0,0,0,0,0,0,2,3,3,3,62,62,0,0,0,0,230,2721,90,0,0,0,0,0,14,52,255,737,2416593,5006,4,4,37,37
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04582A31,0,0,0,15,15,0,0,0,0,0,90,22615,0,0,0,0,0,0,0,2,1,2,2,35,35,0,0,0,0,23,1635,90,0,0,0,0,0,2,0,37,85,206901,5290,2,2,27,27
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04315B12,0,0,0,262,261,0,0,0,0,0,2117,137454,0,0,0,0,0,0,0,6,5,5,5,16,16,0,0,0,0,663,9261,90,0,0,0,0,0,55,40,124,2303,1338646,5590,5,5,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04182E32,0,0,0,81,81,0,0,0,0,0,1130,125449,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,361,2464,90,0,0,0,0,0,1,0,0,1290,1174153,5984,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04150A11,0,0,0,35,35,0,0,0,0,0,398,129959,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,92,1760,90,0,0,0,0,0,4,0,133,367,1252164,5512,0,0,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04798A12,0,0,0,82,82,0,0,0,0,0,662,607941,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,240,5790,90,0,0,0,0,0,3,17,1,676,5953854,5454,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBK04001E32,0,0,0,74,74,0,0,0,0,0,1125,270889,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,282,2246,90,0,0,0,0,0,12,111,1,1096,2650149,7176,0,0,8,8
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04188B21,0,0,0,37,37,0,0,0,0,0,175,3399,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,51,97,90,0,0,0,0,0,0,0,16,175,33231,4840,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04394D22,0,0,0,33,33,0,0,0,0,0,114,1994,0,0,0,0,0,0,0,0,1,1,1,12,12,0,0,0,0,33,157,90,0,0,0,0,0,0,6,1,97,19123,3918,0,0,13,13
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04054A31,0,0,0,21,21,0,0,0,0,0,78,2583,0,0,0,0,0,0,0,0,1,0,0,12,12,0,0,0,0,22,295,90,0,0,0,0,0,2,0,43,55,24526,4942,0,0,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04061A21,0,0,0,160,160,0,0,0,0,0,486,3906,0,0,0,0,0,0,0,2,4,4,4,11,11,0,0,0,0,91,572,90,0,0,0,0,0,89,9,138,306,32657,6866,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBK04128B32,0,0,0,117,117,0,0,0,0,0,781,7828,0,0,0,0,0,0,0,2,2,2,2,18,18,0,0,0,0,212,796,90,0,0,0,0,0,187,0,28,754,75525,6616,4,4,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04801C11,0,0,0,14,14,0,0,0,0,0,59,7507,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,105,90,0,0,0,0,0,7,0,1,66,71623,5360,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBK04132C32,0,0,0,19,19,0,0,0,0,0,2631,9107,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,809,365,90,0,0,0,0,0,2,6,15,1354,86648,5210,0,0,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04150A22,0,0,0,16,16,0,0,0,0,0,233,48830,0,0,0,0,0,0,0,2,0,1,1,3,3,0,0,0,0,71,631,90,0,0,0,0,0,37,105,1,247,476630,5352,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04156A11,0,0,0,82,82,0,0,0,0,0,601,196716,0,0,0,0,0,0,0,1,1,1,1,49,49,0,0,0,0,156,11052,90,0,0,0,0,0,0,13,48,605,1772306,4750,1,1,36,36
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04469D11,0,0,0,76,76,0,0,0,0,0,508,36816,0,0,0,0,0,0,0,2,2,2,2,23,23,0,0,0,0,137,1118,90,0,0,0,0,0,6,193,161,486,327298,5520,3,3,20,19
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04468D22,0,0,0,47,47,0,0,0,731,0,391,10767,0,0,0,0,0,0,0,0,2,0,0,46,46,0,0,0,0,132,1138,90,0,0,0,0,0,0,25,26,564,101713,6004,0,0,35,35
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04000A21,0,0,0,206,206,0,0,0,0,0,2438,378391,0,0,0,0,0,0,0,4,7,4,4,58,58,0,0,0,0,631,7803,90,0,0,0,0,0,136,39,255,2096,3697938,5176,4,4,30,30
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04945A22,0,0,0,140,140,0,0,0,0,0,918,549117,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,268,3934,90,0,0,0,0,0,4,5,0,879,5381934,4982,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ06257D32,0,0,0,121,121,0,0,0,0,0,812,49125,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,245,693,90,0,0,0,0,0,5,0,0,802,480443,4977,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04001E21,0,0,0,113,113,0,0,0,0,0,635,6621,0,0,0,0,0,0,0,3,1,3,3,78,78,0,0,0,0,170,282,90,0,0,0,0,0,3,182,16,533,63398,5212,2,2,77,77
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04674G32,0,0,0,1,1,0,0,0,0,0,13,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,88,90,0,0,0,0,0,0,0,0,8,9525,6030,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04117A12,0,0,0,45,45,0,0,0,0,0,428,71078,0,0,0,0,0,0,0,2,1,2,2,8,8,0,0,0,0,136,1394,90,0,0,0,0,0,23,41,67,363,661566,5441,1,1,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04862A11,0,0,0,88,88,0,0,0,170,0,678,43721,0,0,0,0,0,0,0,3,9,4,4,41,41,0,0,0,0,196,10809,90,0,0,0,0,0,30,81,342,911,413496,6256,3,3,22,22
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04582A12,0,0,0,26,26,0,0,0,0,0,414,66589,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,108,1273,90,0,0,0,0,0,22,53,41,389,635446,6305,0,0,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04118B12,0,0,0,67,67,0,0,0,0,0,486,3483,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,137,497,90,0,0,0,0,0,4,7,1,360,30527,4903,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04120A31,0,0,0,28,28,0,0,0,0,0,166,1848,0,0,0,0,0,0,0,0,2,0,0,12,12,0,0,0,0,50,189,90,0,0,0,0,0,0,14,8,162,17898,4501,1,1,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBKM4001A31,0,0,0,63,62,0,0,0,0,0,672,132911,0,0,0,0,0,0,0,0,1,0,0,14,14,0,0,0,0,165,2122,90,0,0,0,0,0,32,74,21,626,1251407,5119,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBK04135A31,0,0,0,105,105,0,0,0,23,0,2716,870615,0,0,0,0,0,0,0,7,12,9,9,26,26,0,0,0,0,927,6337,90,0,0,0,0,0,68,0,214,2956,8305190,5870,7,7,20,20
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UNYB5201A31,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UNYB2101A32,0,0,0,2,2,0,0,0,0,0,65,80,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,9,15,90,0,0,0,0,0,2,1,1,27,760,6408,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04469D21,0,0,0,26,26,0,0,0,0,0,253,4171,0,0,0,0,0,0,0,6,7,6,6,13,13,0,0,0,0,50,179,90,0,0,0,0,0,5,119,48,110,34851,5370,6,6,8,8
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04387E21,0,0,0,186,186,0,0,0,0,0,2149,238122,0,0,0,0,0,0,0,11,8,11,11,67,66,0,0,0,1,562,4519,90,0,0,0,0,0,208,143,234,1964,2233161,7495,9,9,52,51
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBK04053B12,0,0,0,4,4,0,0,0,0,0,13,40,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,4,3,90,0,0,0,0,0,4,0,0,10,394,4163,2,2,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04182E11,0,0,0,51,51,0,0,0,0,0,565,966816,0,0,0,0,0,0,0,4,4,4,4,98,98,0,0,0,3,141,4837,90,0,0,0,0,0,0,8,26,436,9252123,4304,0,0,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04645A21,0,0,0,115,115,0,0,0,0,0,1094,1083886,0,0,0,0,0,0,0,3,1,3,3,10,10,0,0,0,0,226,9386,90,0,0,0,0,0,44,4,137,734,10626285,5346,1,1,11,11
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04644A11,0,0,0,59,59,0,0,0,50,0,711,87910,0,0,0,0,0,0,0,5,3,5,5,18,18,0,0,0,0,182,1606,90,0,0,0,0,0,12,32,204,594,854638,5235,3,3,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04772A32,0,0,0,88,88,0,0,0,0,0,592,254903,0,0,0,0,0,0,0,2,3,2,2,133,133,0,0,0,0,178,8898,90,0,0,0,0,0,2,82,53,582,2412252,4900,1,1,102,102
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ06257D12,0,0,0,48,48,0,0,0,0,0,514,13933,0,0,0,0,0,0,0,0,1,1,1,57,57,0,0,0,0,146,956,90,0,0,0,0,0,22,3,31,534,132604,5272,0,0,44,44
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04406C22,0,0,0,126,126,0,0,0,220,0,1114,153356,0,0,0,0,0,0,0,1,1,1,1,8,8,0,0,0,0,245,5247,90,0,0,0,0,0,30,8,1,1062,1464153,5664,1,1,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04798A11,0,0,0,25,25,0,0,0,0,0,191,4892,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,62,253,90,0,0,0,0,0,0,0,4,182,47712,5211,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBK04054A32,0,0,0,18,18,0,0,0,0,0,100,48588,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,33,362,90,0,0,0,0,0,10,0,0,77,474987,6687,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,PBQ04406C11,0,0,0,68,68,0,0,0,0,0,691,176257,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,204,926,90,0,0,0,0,0,4,14,11,669,1695607,5890,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC105,2016-11-21 01:00,15,NYRNC105,UBQ04389A32,0,0,0,34,34,0,0,0,0,0,398,35383,0,0,0,0,0,0,0,2,0,2,2,12,12,0,0,0,0,110,443,90,0,0,0,0,0,8,13,10,412,310969,6592,0,0,1,1
