MGR_RUNID,HL_DATE,HL_MARKET,Cntr,Region,Market,SubNetwork_2,PERIOD_START_TIME,PERIOD_DURATION,MeContext,UtranCell,pmAttNonBlindInterFreqHoCsSpeech12,pmCellDowntimeAuto,pmCellDowntimeMan,pmChSwitchAttemptUraFach,pmChSwitchSuccUraFach,pmDlTrafficVolumePs128,pmDlTrafficVolumePs16,pmDlTrafficVolumePs384,pmDlTrafficVolumePs64,pmDlTrafficVolumePs8,pmDlTrafficVolumePsCommon,pmDlTrafficVolumePsIntHs,pmDlTrafficVolumePsStr128,pmDlTrafficVolumePsStr16,pmDlTrafficVolumePsStr64,pmFailNonBlindInterFreqHoFailRevertCsSpeech12,pmNoDirRetryAtt,pmNoLoadSharingRrcConnCs,pmNoLoadSharingRrcConnPs,pmNoNormalNasSignReleaseCs,pmNoNormalRabReleaseSpeech,pmNoRabEstablishAttemptSpeech,pmNoRabEstablishSuccessSpeech,pmNoRabEstablishAttemptPacketInteractive,pmNoRabEstablishSuccessPacketInteractive,pmNoSysRelSpeechNeighbr,pmNoSystemNasSignReleaseCs,pmNoSystemRabReleaseSpeech,pmNoTimesCellFailAddToActSet,pmSamplesDchDlRlcUserPacketThp,pmSamplesHsDlRlcUserPacketThp,pmSamplesUlRssi,pmSuccNonBlindInterFreqHoCsSpeech12,pmSumBestAmr12200RabEstablish,pmSumBestAmr4750RabEstablish,pmSumBestAmr5900RabEstablish,pmSumBestAmr7950RabEstablish,pmSumBestAmrNbMmRabEstablish,pmSumBestAmrWbRabEstablish,pmSumBestCs12Establish,pmSumDchDlRlcUserPacketThp,pmSumHsDlRlcUserPacketThp,pmSumUlRssi,pmTotNoRrcConnectReqCs,pmTotNoRrcConnectReqCsSucc,pmTotNoRrcConnectReqPs,pmTotNoRrcConnectReqPsSucc
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05400H32,0,0,0,10,10,0,0,0,0,0,60,563,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,16,115,90,0,0,0,0,0,0,0,0,62,5410,5341,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ06760A31,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ09786A11,0,0,0,195,195,0,0,0,3,0,2294,27707,0,0,0,0,0,0,0,2,1,1,1,8,8,0,0,0,0,536,1075,90,0,0,0,0,0,27,172,155,2152,249313,3690,2,2,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05826A11,0,0,0,490,490,0,0,0,0,0,3622,588997,0,0,0,0,0,0,0,13,10,13,13,73,71,0,0,0,0,979,23557,90,0,0,0,0,0,89,1,628,3290,5741482,7766,11,11,58,57
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05624A22,0,0,0,8,8,0,0,0,0,0,53,13256,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,193,90,0,0,0,0,0,4,0,0,48,130821,3723,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05040A31,0,0,0,59,59,0,0,0,0,0,255,1171,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0,0,77,71,90,0,0,0,0,0,1,0,0,219,11129,4456,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05944B22,0,0,0,80,80,0,0,0,0,0,411,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,166,90,0,0,0,0,0,0,0,0,402,12529,6391,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05502B11,0,0,0,22,22,0,0,0,0,0,86,1033,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,26,176,90,0,0,0,0,0,12,0,2,90,9930,4565,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05976F32,0,0,0,191,191,0,0,0,21,0,1457,316403,0,0,0,0,0,0,0,1,0,2,2,40,40,0,0,0,0,430,5638,90,0,0,0,0,0,0,21,51,1496,3086682,5533,1,1,22,22
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05964D22,0,0,0,6,6,0,0,0,0,0,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,90,0,0,0,0,0,0,0,0,29,188,5402,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05281A22,0,0,0,526,526,0,0,0,85,0,3049,95035,0,0,0,0,0,0,0,4,7,4,4,38,38,0,0,0,0,892,9034,90,0,0,0,0,0,62,43,254,2887,916767,5996,3,3,26,26
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05400H11,0,0,0,14,14,0,0,0,0,0,115,1670,0,0,0,0,0,0,0,2,2,2,2,17,17,0,0,0,0,35,174,90,0,0,0,0,0,6,0,193,97,15120,4636,1,1,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05627A31,0,0,0,182,182,0,0,0,0,0,1173,666565,0,0,0,0,0,0,0,1,3,2,2,17,17,0,0,0,0,348,5439,90,0,0,0,0,0,19,15,20,1020,6521893,6497,2,2,9,9
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05026F22,0,0,0,277,277,0,0,0,0,0,1789,166867,0,0,0,0,0,0,0,0,1,0,0,98,98,0,0,0,0,512,2534,90,0,0,0,0,0,148,48,180,1517,1629029,4045,0,0,87,87
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05509A22,0,0,0,145,145,0,0,0,0,0,1175,209646,0,0,0,0,0,0,0,0,0,1,1,48,48,0,0,0,0,385,2998,90,0,0,0,0,0,0,0,1,1197,2055490,5849,1,1,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05712B12,0,0,0,132,132,0,0,0,4,0,1237,331080,0,0,0,0,0,0,0,2,2,3,3,11,11,0,0,0,0,351,2893,90,0,0,0,0,0,1,239,189,1154,3247847,5531,1,1,11,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJTEST0011,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05040A32,0,0,0,54,54,0,0,0,0,0,311,118111,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,92,954,90,0,0,0,0,0,2,38,0,281,1157567,4865,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05443H31,0,0,0,48,48,0,0,0,0,0,276,2341,0,0,0,0,0,0,0,1,0,1,1,11,11,0,0,0,0,90,311,90,0,0,0,0,0,2,8,0,270,22057,4638,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05989C12,0,0,0,195,195,0,0,0,13,0,1091,542164,0,0,0,0,0,0,0,2,3,2,2,45,45,0,0,0,0,264,4414,90,0,0,0,0,0,2,5,1,587,5120274,5055,2,2,7,7
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05516G11,0,0,0,112,112,0,0,0,0,0,588,40303,0,0,0,0,0,0,0,1,3,3,3,26,26,0,0,0,0,194,881,90,0,0,0,0,0,0,1,164,515,392088,5333,1,1,20,20
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ09795A11,0,0,0,66,66,0,0,0,0,0,369,848868,0,0,0,0,0,0,0,3,3,3,3,113,113,0,0,0,0,121,6328,90,0,0,0,0,0,28,6,180,310,8316230,5464,3,3,110,110
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05403B32,0,0,0,36,36,0,0,0,0,0,247,1297,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,77,143,90,0,0,0,0,0,0,22,0,253,12537,5587,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05530H12,0,0,0,119,119,0,0,0,0,0,984,30393,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,292,2306,90,0,0,0,0,0,0,0,6,1076,292883,6776,0,0,8,8
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05787A22,0,0,0,207,207,0,0,0,0,0,973,55951,0,0,0,0,0,0,0,2,2,2,2,3,3,0,0,0,0,297,2893,90,0,0,0,0,0,4,0,53,989,545061,5474,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05290A12,0,0,0,113,113,0,0,0,0,0,614,104042,0,0,0,0,0,0,0,0,1,0,0,19,19,0,0,0,0,166,6614,90,0,0,0,0,0,0,36,64,620,998474,6560,0,0,10,10
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05530H11,0,0,0,139,139,0,0,0,0,0,1021,635848,0,0,0,0,0,0,0,1,1,1,1,30,30,0,0,0,0,274,4599,90,0,0,0,0,0,8,57,5,907,6240975,4639,0,0,31,31
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05412A21,0,0,0,78,78,0,0,0,0,0,623,554742,0,0,0,0,0,0,0,1,5,2,2,4,4,0,0,0,0,245,4200,90,0,0,0,0,0,37,0,133,664,5425465,5118,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05823A22,0,0,0,52,52,0,0,0,0,0,219,1792,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,77,100,90,0,0,0,0,0,0,0,0,208,17385,4964,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05403B11,0,0,0,41,41,0,0,0,0,0,685,38194,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,193,909,90,0,0,0,0,0,0,0,2,701,351105,4310,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05340A32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,5127,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05816D12,0,0,0,77,77,0,0,0,0,0,420,3241,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,131,293,90,0,0,0,0,0,0,0,0,441,31354,7541,0,0,8,8
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05216D32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,4085,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05989C21,0,0,0,26,26,0,0,0,0,0,156,22925,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,53,1353,90,0,0,0,0,0,0,0,3,137,221093,5344,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05283D11,0,0,0,257,257,0,0,0,21,0,1148,70275,0,0,0,0,0,0,0,2,2,2,2,71,71,0,0,0,0,356,2024,90,0,0,0,0,0,94,180,4,1119,684917,5578,2,2,47,47
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05502B32,0,0,0,17,17,0,0,0,0,0,108,74985,0,0,0,0,0,0,0,1,1,1,1,19,19,0,0,0,0,37,834,90,0,0,0,0,0,7,167,0,103,733553,5280,1,1,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05675A22,0,0,0,57,57,0,0,0,0,0,295,269768,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,79,1748,90,0,0,0,0,0,0,2,0,259,2647642,3708,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05351B22,0,0,0,188,188,0,0,0,21,0,1919,46091,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,554,7851,90,0,0,0,0,0,0,180,0,2116,444435,5620,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05829B11,0,0,0,138,138,0,0,0,0,0,884,157730,0,0,0,0,0,0,0,5,5,5,5,20,20,0,0,0,0,240,10114,90,0,0,0,0,0,0,11,313,823,1539439,4717,4,4,14,14
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05241B32,0,0,0,17,17,0,0,0,0,0,104,338944,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,30,2124,90,0,0,0,0,0,0,0,0,103,3327590,5399,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05313C11,0,0,0,89,89,0,0,0,0,0,488,104874,0,0,0,0,0,0,0,2,1,1,1,27,27,0,0,0,0,160,7053,90,0,0,0,0,0,0,0,182,524,1024447,4497,2,2,15,15
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05400H21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,90,0,0,0,0,0,0,0,2,0,52,5102,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05944B21,0,0,0,107,107,0,0,0,0,0,460,16255,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,151,486,90,0,0,0,0,0,0,0,0,475,156110,4641,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05809H31,0,0,0,50,50,0,0,0,0,0,237,1797,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,73,105,90,0,0,0,0,0,165,173,14,218,17138,4246,1,1,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05339C21,0,0,0,40,40,0,0,0,0,0,421,1206,0,0,0,0,0,0,0,2,3,2,2,1,1,0,0,0,0,116,400,90,0,0,0,0,0,50,0,4,297,7140,4809,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05814A21,0,0,0,42,42,0,0,0,0,0,193,145,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,36,15,90,0,0,0,0,0,0,0,0,131,1131,4786,0,0,2,2
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05976F21,0,0,0,9,9,0,0,0,0,0,107,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,90,0,0,0,0,0,0,0,0,130,4734,10259,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05327C21,0,0,0,51,51,0,0,0,0,0,267,6863,0,0,0,0,0,0,0,3,3,3,3,43,43,0,0,0,0,81,200,90,0,0,0,0,0,0,13,0,265,63377,5531,3,3,37,37
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05241B31,0,0,0,11,11,0,0,0,0,0,70,205,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,17,20,90,0,0,0,0,0,0,0,2,70,1982,5402,1,1,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05277B31,0,0,0,2,2,0,0,0,0,0,50,98,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,13,90,0,0,0,0,0,0,2,6,34,939,4396,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05100A32,0,0,0,29,29,0,0,0,0,0,233,14188,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,56,271,90,0,0,0,0,0,0,0,0,179,136426,4192,0,0,5,5
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05349C21,0,0,0,4,4,0,0,0,0,0,75,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,90,0,0,0,0,0,0,113,0,67,2775,4804,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05933B31,0,0,0,6,6,0,0,0,0,0,38,875,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,31,90,0,0,0,0,0,1,0,0,35,8000,6933,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05026F11,0,0,0,25,25,0,0,0,0,0,108,524,0,0,0,0,0,0,0,1,0,1,1,4,4,0,0,0,0,38,65,90,0,0,0,0,0,0,0,0,98,5063,5387,0,0,4,4
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05627A11,0,0,0,22,22,0,0,0,0,0,187,2007,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,58,239,90,0,0,0,0,0,0,19,4,192,19596,5259,0,0,6,6
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05773D31,0,0,0,28,28,0,0,0,0,0,205,4090,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,61,133,90,0,0,0,0,0,0,149,0,218,39711,4959,0,0,3,3
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05551C11,0,0,0,6,6,0,0,0,0,0,62,6601,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,162,90,0,0,0,0,0,5,0,1,72,64528,6536,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05646A12,0,0,0,11,11,0,0,0,0,0,67,230,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,19,36,90,0,0,0,0,0,1,0,180,68,2157,5407,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05411E12,0,0,0,81,81,0,0,0,0,0,60,2441,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,193,90,0,0,0,0,0,0,0,0,64,22571,5257,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJB4101A11,0,0,0,277,277,0,0,0,0,0,1412,950868,0,0,0,0,0,0,0,1,1,3,3,131,131,0,0,0,0,471,10354,90,0,0,0,0,0,185,26,14,1343,9295219,9150,1,1,22,22
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05422E11,0,0,0,172,172,0,0,0,0,0,1145,31063,0,0,0,0,0,0,0,2,2,2,2,16,16,0,0,0,0,353,935,90,0,0,0,0,0,185,0,9,988,302708,6837,2,2,12,12
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05349C22,0,0,0,1,1,0,0,0,0,0,16,8177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,90,0,0,0,0,0,0,0,0,6,80285,5317,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ09778A31,0,0,0,53,53,0,0,0,0,0,871,110150,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,218,754,90,0,0,0,0,0,25,0,12,801,1045580,4186,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05327C12,0,0,0,184,184,0,0,0,0,0,1121,152483,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,331,1306,90,0,0,0,0,0,0,0,11,1109,1496989,5878,0,0,39,39
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ06925A21,0,0,0,401,401,0,0,0,0,0,2633,1075168,0,0,0,0,0,0,0,2,3,3,3,42,42,0,0,0,0,766,9367,90,0,0,0,0,0,176,88,84,2378,10497248,5607,2,2,33,33
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05040A12,0,0,0,83,83,0,0,0,0,0,282,1155,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,154,90,0,0,0,0,0,0,0,0,220,11206,4774,0,0,1,1
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05530H32,0,0,0,71,71,0,0,0,85,0,674,131947,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,192,5015,90,0,0,0,0,0,0,1,29,717,1290312,6393,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05964D11,0,0,0,4,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,90,0,0,0,0,0,0,0,0,14,4,5765,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05476A11,0,0,0,41,41,0,0,0,0,0,206,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,90,0,0,0,0,0,0,0,0,192,5309,5552,0,0,0,0
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05597B11,0,0,0,256,256,0,0,0,0,0,965,72849,0,0,0,0,0,0,0,4,8,8,8,110,110,0,0,0,0,255,9817,90,0,0,0,0,0,0,0,576,820,699436,5868,3,3,18,18
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,UNJ05627A42,0,0,0,2,2,0,0,0,0,0,1549,1081933,0,0,0,0,0,0,0,1,6,4,4,813,809,0,0,0,0,540,19674,90,0,0,0,0,0,180,6,97,1508,10587248,5915,1,1,723,723
1d522667-c651-41a3-813e-7497b49427be,2016-11-21 01:00,NY,1,North,NEW YORK,NYRNC005,2016-11-21 01:00,15,NYRNC005,PNJ05509A11,0,0,0,34,34,0,0,0,0,0,174,1031,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,51,60,90,0,0,0,0,0,0,0,14,124,8833,4288,0,0,0,0
